files,curr_date,version,file_urls,make,model
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Celerio/Suzuki-Celerio-1.0-GA_SuzuCele1h1v.jpg', 'path': 'full/d16c6e4683629552e4a865840854bb6e66ea8e6d.jpg', 'checksum': '95b3efc3676104a696902d910867db8b'}]",2016/08/07,"
            1.0 GA    ",http://www.cars.co.za/carimages_gen/Suzuki-Celerio/Suzuki-Celerio-1.0-GA_SuzuCele1h1v.jpg,Suzuki,Celerio
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Celerio/Suzuki-Celerio-1.0-GA_SuzuCele1h1_2v.jpg', 'path': 'full/d2260f8dc3fe8be50b94c234d5f1740237f05a28.jpg', 'checksum': '079247b83e3a2e08758d7aed7fba75c8'}]",2016/08/07,"
            1.0 GA    ",http://www.cars.co.za/carimages_gen/Suzuki-Celerio/Suzuki-Celerio-1.0-GA_SuzuCele1h1_2v.jpg,Suzuki,Celerio
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Celerio/Suzuki-Celerio-1.0-GA_SuzuCele1h1_3v.jpg', 'path': 'full/2fd8f405c4c7c39247f206a38ac93a473dac8de9.jpg', 'checksum': '02160a1bf85e9f6fb32a3b27f234ddfd'}]",2016/08/07,"
            1.0 GA    ",http://www.cars.co.za/carimages_gen/Suzuki-Celerio/Suzuki-Celerio-1.0-GA_SuzuCele1h1_3v.jpg,Suzuki,Celerio
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.4-GLS-auto_SuzuSwif1frh3v.jpg', 'path': 'full/b73dbc4e7db6ed5c0201d8117f6db77d870cef27.jpg', 'checksum': 'c8ecd369dbceeb5e734afd921260407e'}]",2016/08/07,"
            hatch 1.4 GLS auto    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.4-GLS-auto_SuzuSwif1frh3v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.4-GLS-auto_SuzuSwif1frh3_2v.jpg', 'path': 'full/5475f0be2a6f276b2e9091f06a7d2c9e06221d06.jpg', 'checksum': '6669a13ac5d488b4674925d8ac127b8f'}]",2016/08/07,"
            hatch 1.4 GLS auto    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.4-GLS-auto_SuzuSwif1frh3_2v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.4-GLS-auto_SuzuSwif1frh3_3v.jpg', 'path': 'full/1f66b24df1c1070c91ee2aa1d5fe376c998dae50.jpg', 'checksum': '197e82fc2d2c2600dac0b18f43ee403b'}]",2016/08/07,"
            hatch 1.4 GLS auto    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.4-GLS-auto_SuzuSwif1frh3_3v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.4-GLS_SuzuSwif1frh2v.jpg', 'path': 'full/596a406a7b3717f1004fff59ab39356247a4911d.jpg', 'checksum': 'c8ecd369dbceeb5e734afd921260407e'}]",2016/08/07,"
            hatch 1.4 GLS    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.4-GLS_SuzuSwif1frh2v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.4-GLS_SuzuSwif1frh2_2v.jpg', 'path': 'full/b8b32ad36c075d0707d748e39a46a18d6a909168.jpg', 'checksum': '6669a13ac5d488b4674925d8ac127b8f'}]",2016/08/07,"
            hatch 1.4 GLS    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.4-GLS_SuzuSwif1frh2_2v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.4-GLS_SuzuSwif1frh2_3v.jpg', 'path': 'full/8c4061fac7547c8fb563513bec7ba548e112dee3.jpg', 'checksum': '197e82fc2d2c2600dac0b18f43ee403b'}]",2016/08/07,"
            hatch 1.4 GLS    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.4-GLS_SuzuSwif1frh2_3v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-DZire-sedan-1.2-GL-auto_SuzuSwif1ffs3v.jpg', 'path': 'full/4f3270144ca48b0eae224be7d640920137f7a846.jpg', 'checksum': '4e59f11ce0e6e3cd42f337f492598621'}]",2016/08/07,"
            DZire sedan 1.2 GL auto    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-DZire-sedan-1.2-GL-auto_SuzuSwif1ffs3v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-DZire-sedan-1.2-GL-auto_SuzuSwif1ffs3_2v.jpg', 'path': 'full/9a22462d5d3d6fa85209802078e7af9dca88d25b.jpg', 'checksum': 'b460af869ecce20dfdb5edfca440cb72'}]",2016/08/07,"
            DZire sedan 1.2 GL auto    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-DZire-sedan-1.2-GL-auto_SuzuSwif1ffs3_2v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-DZire-sedan-1.2-GL-auto_SuzuSwif1ffs3_3v.jpg', 'path': 'full/685409465ac6af42ed65bb02a3088ea58cfcdaf9.jpg', 'checksum': '384d994642e6e5376c8eadeb678e097a'}]",2016/08/07,"
            DZire sedan 1.2 GL auto    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-DZire-sedan-1.2-GL-auto_SuzuSwif1ffs3_3v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.2-GL-auto_SuzuSwif1ffh3v.jpg', 'path': 'full/bc72829d98880a83e117a4fecf9c77d9d6ebaa75.jpg', 'checksum': '1e7ef84f5e5f16bffdf93d0f6f2842c3'}]",2016/08/07,"
            hatch 1.2 GL auto    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.2-GL-auto_SuzuSwif1ffh3v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.2-GL-auto_SuzuSwif1ffh3_2v.jpg', 'path': 'full/d44ee1c83b38fc92fafb7959b09c929b83e163bb.jpg', 'checksum': 'aed476a63154ab9055fa2c5ce489c899'}]",2016/08/07,"
            hatch 1.2 GL auto    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.2-GL-auto_SuzuSwif1ffh3_2v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.2-GL-auto_SuzuSwif1ffh3_3v.jpg', 'path': 'full/7e11d76f52b8d665971716221e576f87c7e68f78.jpg', 'checksum': '384d994642e6e5376c8eadeb678e097a'}]",2016/08/07,"
            hatch 1.2 GL auto    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.2-GL-auto_SuzuSwif1ffh3_3v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-DZire-sedan-1.2-GL_SuzuSwif1ffs2v.jpg', 'path': 'full/04f2b10c77c605e280448b5fa6c15cc74241d9b6.jpg', 'checksum': '4e59f11ce0e6e3cd42f337f492598621'}]",2016/08/07,"
            DZire sedan 1.2 GL    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-DZire-sedan-1.2-GL_SuzuSwif1ffs2v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-DZire-sedan-1.2-GL_SuzuSwif1ffs2_2v.jpg', 'path': 'full/b312192cbaab94004a32d5e4919d4d944f16101b.jpg', 'checksum': 'b460af869ecce20dfdb5edfca440cb72'}]",2016/08/07,"
            DZire sedan 1.2 GL    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-DZire-sedan-1.2-GL_SuzuSwif1ffs2_2v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-DZire-sedan-1.2-GL_SuzuSwif1ffs2_3v.jpg', 'path': 'full/edbfde60820668fc9157a83346ef505637daebbb.jpg', 'checksum': '384d994642e6e5376c8eadeb678e097a'}]",2016/08/07,"
            DZire sedan 1.2 GL    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-DZire-sedan-1.2-GL_SuzuSwif1ffs2_3v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.2-GL_SuzuSwif1ffh2v.jpg', 'path': 'full/a77db85b60b9f0ce060c9be313304409b7aa7df0.jpg', 'checksum': '1e7ef84f5e5f16bffdf93d0f6f2842c3'}]",2016/08/07,"
            hatch 1.2 GL    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.2-GL_SuzuSwif1ffh2v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.2-GL_SuzuSwif1ffh2_2v.jpg', 'path': 'full/b81deecb50ca09dcb1da9b4212797b117e36a047.jpg', 'checksum': 'aed476a63154ab9055fa2c5ce489c899'}]",2016/08/07,"
            hatch 1.2 GL    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.2-GL_SuzuSwif1ffh2_2v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.2-GL_SuzuSwif1ffh2_3v.jpg', 'path': 'full/9a4a045b9c28ff66df90a98e4847175d7a1ebeb2.jpg', 'checksum': '384d994642e6e5376c8eadeb678e097a'}]",2016/08/07,"
            hatch 1.2 GL    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.2-GL_SuzuSwif1ffh2_3v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-DZire-sedan-1.2-GA_SuzuSwif1ffs1v.jpg', 'path': 'full/a00143db07cb9d159e3a0f65d21ba7073da59924.jpg', 'checksum': '4e59f11ce0e6e3cd42f337f492598621'}]",2016/08/07,"
            DZire sedan 1.2 GA    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-DZire-sedan-1.2-GA_SuzuSwif1ffs1v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-DZire-sedan-1.2-GA_SuzuSwif1ffs1_2v.jpg', 'path': 'full/cb4e83c5093cb5d7064937951fa7fac6163201dc.jpg', 'checksum': 'b460af869ecce20dfdb5edfca440cb72'}]",2016/08/07,"
            DZire sedan 1.2 GA    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-DZire-sedan-1.2-GA_SuzuSwif1ffs1_2v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-DZire-sedan-1.2-GA_SuzuSwif1ffs1_3v.jpg', 'path': 'full/8481bc116c7b7dc83025be687a792cb19f69cacd.jpg', 'checksum': '384d994642e6e5376c8eadeb678e097a'}]",2016/08/07,"
            DZire sedan 1.2 GA    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-DZire-sedan-1.2-GA_SuzuSwif1ffs1_3v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.2-GA_SuzuSwif1ffh1v.jpg', 'path': 'full/1c6bd99f0514ed1fad45da1d0549dab25f564b67.jpg', 'checksum': '1e7ef84f5e5f16bffdf93d0f6f2842c3'}]",2016/08/07,"
            hatch 1.2 GA    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.2-GA_SuzuSwif1ffh1v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.2-GA_SuzuSwif1ffh1_2v.jpg', 'path': 'full/f555e7b9ad843101475b903b096a29876e3176d9.jpg', 'checksum': 'aed476a63154ab9055fa2c5ce489c899'}]",2016/08/07,"
            hatch 1.2 GA    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.2-GA_SuzuSwif1ffh1_2v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.2-GA_SuzuSwif1ffh1_3v.jpg', 'path': 'full/5a4bc890ae2ee4cd8ba2039ab1054637c5230398.jpg', 'checksum': '384d994642e6e5376c8eadeb678e097a'}]",2016/08/07,"
            hatch 1.2 GA    ",http://www.cars.co.za/carimages_gen/Suzuki-Swift/Suzuki-Swift-hatch-1.2-GA_SuzuSwif1ffh1_3v.jpg,Suzuki,Swift
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Ertiga/Suzuki-Ertiga-1.4-GL_SuzuErti1fe2v.jpg', 'path': 'full/6fdb5ead3534f9039d4a082eac1127be58fa5ac4.jpg', 'checksum': '441d93a7762e545f2220f06c7dca127d'}]",2016/08/07,"
            1.4 GL    ",http://www.cars.co.za/carimages_gen/Suzuki-Ertiga/Suzuki-Ertiga-1.4-GL_SuzuErti1fe2v.jpg,Suzuki,Ertiga
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Ertiga/Suzuki-Ertiga-1.4-GL_SuzuErti1fe2_2v.jpg', 'path': 'full/b154238e513fc0b961cd6f851b476919c12cf2a5.jpg', 'checksum': '405fffe601d26dd509664237f91eb0b8'}]",2016/08/07,"
            1.4 GL    ",http://www.cars.co.za/carimages_gen/Suzuki-Ertiga/Suzuki-Ertiga-1.4-GL_SuzuErti1fe2_2v.jpg,Suzuki,Ertiga
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Ertiga/Suzuki-Ertiga-1.4-GL_SuzuErti1fe2_3v.jpg', 'path': 'full/8e7f6b262ccf72b9e5c45cac42f73c814e34a26c.jpg', 'checksum': '04c8738c2643451afcfd49bfbdeff823'}]",2016/08/07,"
            1.4 GL    ",http://www.cars.co.za/carimages_gen/Suzuki-Ertiga/Suzuki-Ertiga-1.4-GL_SuzuErti1fe2_3v.jpg,Suzuki,Ertiga
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Ertiga/Suzuki-Ertiga-1.4-GA_SuzuErti1fe1v.jpg', 'path': 'full/623b5a058744b6a3cffe4625bc8ddb9fa7b09814.jpg', 'checksum': '441d93a7762e545f2220f06c7dca127d'}]",2016/08/07,"
            1.4 GA    ",http://www.cars.co.za/carimages_gen/Suzuki-Ertiga/Suzuki-Ertiga-1.4-GA_SuzuErti1fe1v.jpg,Suzuki,Ertiga
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Ertiga/Suzuki-Ertiga-1.4-GA_SuzuErti1fe1_2v.jpg', 'path': 'full/35dc6894e8dea258a1e1e296c0247927bd325561.jpg', 'checksum': '405fffe601d26dd509664237f91eb0b8'}]",2016/08/07,"
            1.4 GA    ",http://www.cars.co.za/carimages_gen/Suzuki-Ertiga/Suzuki-Ertiga-1.4-GA_SuzuErti1fe1_2v.jpg,Suzuki,Ertiga
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Ertiga/Suzuki-Ertiga-1.4-GA_SuzuErti1fe1_3v.jpg', 'path': 'full/dc1a3469e9060d69d3676f594f361a96438fbcb1.jpg', 'checksum': '04c8738c2643451afcfd49bfbdeff823'}]",2016/08/07,"
            1.4 GA    ",http://www.cars.co.za/carimages_gen/Suzuki-Ertiga/Suzuki-Ertiga-1.4-GA_SuzuErti1fe1_3v.jpg,Suzuki,Ertiga
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Ciaz/Suzuki-Ciaz-1.4-GLX_SuzuCiaz1s2v.jpg', 'path': 'full/4a8ea6bb5f8165c35b530095e8f5e5d9e4108f32.jpg', 'checksum': '1a9a4fe31b6475e9551e2fd192624433'}]",2016/08/07,"
            1.4 GLX    ",http://www.cars.co.za/carimages_gen/Suzuki-Ciaz/Suzuki-Ciaz-1.4-GLX_SuzuCiaz1s2v.jpg,Suzuki,Ciaz
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Ciaz/Suzuki-Ciaz-1.4-GLX_SuzuCiaz1s2_2v.jpg', 'path': 'full/49a7ca7bb298a9defee0931eae7eca5fe899cf42.jpg', 'checksum': 'a7f2352d68c3332565826225a3df05d0'}]",2016/08/07,"
            1.4 GLX    ",http://www.cars.co.za/carimages_gen/Suzuki-Ciaz/Suzuki-Ciaz-1.4-GLX_SuzuCiaz1s2_2v.jpg,Suzuki,Ciaz
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Ciaz/Suzuki-Ciaz-1.4-GLX_SuzuCiaz1s2_3v.jpg', 'path': 'full/9391a40da09e2ed9b424415b0d7bdc5cf3a7c9dd.jpg', 'checksum': '5bd0504c54750e2ada7766a0b6f7ed05'}]",2016/08/07,"
            1.4 GLX    ",http://www.cars.co.za/carimages_gen/Suzuki-Ciaz/Suzuki-Ciaz-1.4-GLX_SuzuCiaz1s2_3v.jpg,Suzuki,Ciaz
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Ciaz/Suzuki-Ciaz-1.4-GL_SuzuCiaz1s1v.jpg', 'path': 'full/db1db558cbe8fceef957328f16fb4afa91fd92b4.jpg', 'checksum': '15247ce868588d100b27d2d8e8a37e9c'}]",2016/08/07,"
            1.4 GL    ",http://www.cars.co.za/carimages_gen/Suzuki-Ciaz/Suzuki-Ciaz-1.4-GL_SuzuCiaz1s1v.jpg,Suzuki,Ciaz
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Ciaz/Suzuki-Ciaz-1.4-GL_SuzuCiaz1s1_2v.jpg', 'path': 'full/bf360a603e4f7dc82552fdd236cc7f64f300cfd7.jpg', 'checksum': 'a7f2352d68c3332565826225a3df05d0'}]",2016/08/07,"
            1.4 GL    ",http://www.cars.co.za/carimages_gen/Suzuki-Ciaz/Suzuki-Ciaz-1.4-GL_SuzuCiaz1s1_2v.jpg,Suzuki,Ciaz
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Ciaz/Suzuki-Ciaz-1.4-GL_SuzuCiaz1s1_3v.jpg', 'path': 'full/04a17fa80052c6075a80288ce4e7190c9b891496.jpg', 'checksum': '5bd0504c54750e2ada7766a0b6f7ed05'}]",2016/08/07,"
            1.4 GL    ",http://www.cars.co.za/carimages_gen/Suzuki-Ciaz/Suzuki-Ciaz-1.4-GL_SuzuCiaz1s1_3v.jpg,Suzuki,Ciaz
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Grand-Vitara/Suzuki-Grand-Vitara-2.4-Summit_SuzuGraV3fe5v.jpg', 'path': 'full/4c3d78eb303b711b12bbd985659b68234e848b52.jpg', 'checksum': '98aaf291692854eb85f7e822aa3cd8e0'}]",2016/08/07,"
            2.4 Summit    ",http://www.cars.co.za/carimages_gen/Suzuki-Grand-Vitara/Suzuki-Grand-Vitara-2.4-Summit_SuzuGraV3fe5v.jpg,Suzuki,Grand Vitara
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Grand-Vitara/Suzuki-Grand-Vitara-2.4-Summit_SuzuGraV3fe5_2v.jpg', 'path': 'full/e40ce4961968de04ae8a7faceba0e3d2ff91663d.jpg', 'checksum': '67ded7ae54e5df6b5f94c39169c62f01'}]",2016/08/07,"
            2.4 Summit    ",http://www.cars.co.za/carimages_gen/Suzuki-Grand-Vitara/Suzuki-Grand-Vitara-2.4-Summit_SuzuGraV3fe5_2v.jpg,Suzuki,Grand Vitara
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Grand-Vitara/Suzuki-Grand-Vitara-2.4-Summit_SuzuGraV3fe5_3v.jpg', 'path': 'full/d78e2a8e2f8b7ebe8c053d13cc5d2a201995ec05.jpg', 'checksum': '40b78f465a70f6422ad4e75328b87b59'}]",2016/08/07,"
            2.4 Summit    ",http://www.cars.co.za/carimages_gen/Suzuki-Grand-Vitara/Suzuki-Grand-Vitara-2.4-Summit_SuzuGraV3fe5_3v.jpg,Suzuki,Grand Vitara
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Grand-Vitara/Suzuki-Grand-Vitara-2.4-Dune-auto_SuzuGraV3fe2v.jpg', 'path': 'full/27446e9fc0dc4e038602dde92e0e31dd43b2497e.jpg', 'checksum': '9acadadda2aac19bf419ec41e0c55152'}]",2016/08/07,"
            2.4 Dune auto    ",http://www.cars.co.za/carimages_gen/Suzuki-Grand-Vitara/Suzuki-Grand-Vitara-2.4-Dune-auto_SuzuGraV3fe2v.jpg,Suzuki,Grand Vitara
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Grand-Vitara/Suzuki-Grand-Vitara-2.4-Dune-auto_SuzuGraV3fe2_2v.jpg', 'path': 'full/da7b87f6f2fce67f392a1c2be49630aa11ee2a75.jpg', 'checksum': 'ae00071086e606f3b001612d6fe9313e'}]",2016/08/07,"
            2.4 Dune auto    ",http://www.cars.co.za/carimages_gen/Suzuki-Grand-Vitara/Suzuki-Grand-Vitara-2.4-Dune-auto_SuzuGraV3fe2_2v.jpg,Suzuki,Grand Vitara
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Grand-Vitara/Suzuki-Grand-Vitara-2.4-Dune-auto_SuzuGraV3fe2_3v.jpg', 'path': 'full/a4aca16a6cc60360c8eec5b738ec3f7892311ce9.jpg', 'checksum': 'd4df4dcd2163fbddbcec41de07188ecc'}]",2016/08/07,"
            2.4 Dune auto    ",http://www.cars.co.za/carimages_gen/Suzuki-Grand-Vitara/Suzuki-Grand-Vitara-2.4-Dune-auto_SuzuGraV3fe2_3v.jpg,Suzuki,Grand Vitara
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Grand-Vitara/Suzuki-Grand-Vitara-2.4-Dune_SuzuGraV3fe1v.jpg', 'path': 'full/24e089aae34bc10c004422b27c7d9cd5a9ab0655.jpg', 'checksum': '9acadadda2aac19bf419ec41e0c55152'}]",2016/08/07,"
            2.4 Dune    ",http://www.cars.co.za/carimages_gen/Suzuki-Grand-Vitara/Suzuki-Grand-Vitara-2.4-Dune_SuzuGraV3fe1v.jpg,Suzuki,Grand Vitara
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Grand-Vitara/Suzuki-Grand-Vitara-2.4-Dune_SuzuGraV3fe1_2v.jpg', 'path': 'full/f8f12fe1541b13debe71a2b84e43ff9b095dd0af.jpg', 'checksum': 'ae00071086e606f3b001612d6fe9313e'}]",2016/08/07,"
            2.4 Dune    ",http://www.cars.co.za/carimages_gen/Suzuki-Grand-Vitara/Suzuki-Grand-Vitara-2.4-Dune_SuzuGraV3fe1_2v.jpg,Suzuki,Grand Vitara
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Grand-Vitara/Suzuki-Grand-Vitara-2.4-Dune_SuzuGraV3fe1_3v.jpg', 'path': 'full/52caeb8659f078df9f134921fdd2d32fca63d288.jpg', 'checksum': 'd4df4dcd2163fbddbcec41de07188ecc'}]",2016/08/07,"
            2.4 Dune    ",http://www.cars.co.za/carimages_gen/Suzuki-Grand-Vitara/Suzuki-Grand-Vitara-2.4-Dune_SuzuGraV3fe1_3v.jpg,Suzuki,Grand Vitara
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Jimny/Suzuki-Jimny-1.3_SuzuJimn1fe2v.jpg', 'path': 'full/67bb3e850ef840e2dfaba73083a7b839981c6d23.jpg', 'checksum': 'ff98069f2ec0436a4bf3a5dab0ac6dff'}]",2016/08/07,"
            1.3    ",http://www.cars.co.za/carimages_gen/Suzuki-Jimny/Suzuki-Jimny-1.3_SuzuJimn1fe2v.jpg,Suzuki,Jimny
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Jimny/Suzuki-Jimny-1.3_SuzuJimn1fe2_2v.jpg', 'path': 'full/4022da52902bff76edb3ea544f7d997ba2a17c9d.jpg', 'checksum': '52a0b248133685ea0125aebba8abe5f6'}]",2016/08/07,"
            1.3    ",http://www.cars.co.za/carimages_gen/Suzuki-Jimny/Suzuki-Jimny-1.3_SuzuJimn1fe2_2v.jpg,Suzuki,Jimny
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-Jimny/Suzuki-Jimny-1.3_SuzuJimn1fe2_3v.jpg', 'path': 'full/b47102cad7e22b59e7361d67a85961bbb95f11c2.jpg', 'checksum': 'c5e3f5bd693c48b7a5a125cd05b77a5c'}]",2016/08/07,"
            1.3    ",http://www.cars.co.za/carimages_gen/Suzuki-Jimny/Suzuki-Jimny-1.3_SuzuJimn1fe2_3v.jpg,Suzuki,Jimny
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-SX4/Suzuki-SX4-1.6-GLX-AllGrip_SuzuSX42e4v.jpg', 'path': 'full/aa4e40ab11e2e9a620b98e20ff575c396e37d136.jpg', 'checksum': '7df35d8d3dbd8bcd3ebfb8cce99645dc'}]",2016/08/07,"
            1.6 GLX AllGrip    ",http://www.cars.co.za/carimages_gen/Suzuki-SX4/Suzuki-SX4-1.6-GLX-AllGrip_SuzuSX42e4v.jpg,Suzuki,SX4
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-SX4/Suzuki-SX4-1.6-GLX-AllGrip_SuzuSX42e4_2v.jpg', 'path': 'full/f10b2c2b647752d1aa07790a6a8b2ae225701d98.jpg', 'checksum': '13be678f5e08267d2dd94924b3b1bc11'}]",2016/08/07,"
            1.6 GLX AllGrip    ",http://www.cars.co.za/carimages_gen/Suzuki-SX4/Suzuki-SX4-1.6-GLX-AllGrip_SuzuSX42e4_2v.jpg,Suzuki,SX4
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-SX4/Suzuki-SX4-1.6-GLX-AllGrip_SuzuSX42e4_3v.jpg', 'path': 'full/68b3d1c271604eadc1cbe68366bf99f073a18f83.jpg', 'checksum': 'b5792fea7626978c566666debbe63b2a'}]",2016/08/07,"
            1.6 GLX AllGrip    ",http://www.cars.co.za/carimages_gen/Suzuki-SX4/Suzuki-SX4-1.6-GLX-AllGrip_SuzuSX42e4_3v.jpg,Suzuki,SX4
"[{'url': 'http://www.cars.co.za/carimages_gen/Suzuki-SX4/Suzuki-SX4-1.6-GLX-auto_SuzuSX42e3v.jpg', 'path': 'full/78cf147488333ac05994e931906296a44845b9a2.jpg', 'checksum': '7df35d8d3dbd8bcd3ebfb8cce99645dc'}]",2016/08/07,"
            1.6 GLX auto    ",http://www.cars.co.za/carimages_gen/Suzuki-SX4/Suzuki-SX4-1.6-GLX-auto_SuzuSX42e3v.jpg,Suzuki,SX4
